SMILES,logP
CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OC)CC(=O)O,3.7
C1=CN=C2C(=C1N)N=CN2C3C(C(C(O3)CO)O)O,-0.7
C1C(C(C(C(N1)CO)O)O)O,-2.3
CCOC(=O)NC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NNCCCCN,1.2
CCCCCCCCCCCCCCCCOCC(CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,13.6
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,6.5
CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC,6.6
CCCCCCCCCCCCCCCCOCC(CO)OC(=O)C,7.1
CCCCCCCCCCCCCCCCOCC(CO)OC,7.1
CCCCCCCCCCOCC(COCC(F)(F)F)OP(=O)(O)OC,4.4
CC1=CC2=C(C(=C1C)O)C(=O)C3=CC=CC=C3C2=O,3.8
CNCCCN(C)N(N=O)O,-0.1
COC1=CC2=C(NC=CC2=CC1=O)CO,-0.2
CC1=C(SCCO1)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)OC(C)C,3.4
CC(C)OC(=O)C1=C(C=CC(=C1)N=C(OC(C)C)S)Cl,4.6
CN1C2=C(C=C(C=C2)S(=O)(=O)N)C(=O)S1,0.6
CN1CCC(=CC1)C2=CC=CC=C2,2.7
CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCCC3COC4=CC=CC=C4)C(=O)C1=O,2.3
CN1C=CN=C1,-0.1
CN1C(=C2C(=NC1=O)N(C=N2)C3C(C(C(O3)CO)O)O)N,-2.8
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,7.6
CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC,7.6
CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)C,6.9
C1=CC=C(C=C1)NC(=NC2=NC=CS2)S,2.9
C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)Br,3.7
CCCCCCCCCCCCCCCCCC(=O)OCC(CCO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,14.7
CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,14.3
CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCCC,14.6
CC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)(C)C,2.8
CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,4.5
CCN(CC)C(C)C(=O)N1C2=CC=CC=C2SC3=CC=CC=C31,4.2
C1=CC(=CC=C1C(CC2=CC3=C(C=C2)NC(=NC3=O)N)C(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,0.3
C#CCN(CC1=CC2=C(C=C1)NC(=NC2=O)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,0.6
CCCCCC=CC=CC(CC=CCC=CCCCC(=O)O)O,5.2
CCCCCC=CCC1C(O1)CC=CCC=CCCCC(=O)O,5.4
CC(C)CCNCC(C1CC2=CC=C(C=C2)OCCCC(=O)NC(C(=O)N1)C(C)C)O,2.9
CCCCCC(C=CC1C(C(CC(=O)O1)O)CC=CCCCC(=O)O)O,2.6
CC1C(C(CC(O1)OC2CC(CC3=CC4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)(C(=O)C)O)N)O,1.6
CCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)C(=O)O)O,5.1
C(CCC=CCC(C=CC=CCC=CCCCC(=O)O)O)CCO,3.6
CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)O,5.2
CCCCCC(C=CC=CCC=CCCCC(=O)O)O,4.1
CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)OO,5.2
CCCCCC1C(O1)CC=CCCCCCCCC(=O)O,5.6
CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)OC(=O)C,4.4
CCCC1=CC(=O)OC2=C1C3=C(CCC(O3)(C)C)C4=C2C(C(C(O4)C)C)N,3.6
CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)N=[N+]=[N-],5.6
COCCCCCCCCCCCC(=O)O,4.1
CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(=O)C(C(O4)C)C,4.2
CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)S,4.8
CCCCCCCNC1CCCC1CCCCCCC(=O)O,3.4
CCCCCC(C=CC=CCCCCCCCC(=O)O)O,5.3
CCCCCC(C=CC=CCC=CCCCCC(=O)O)O,4.7
CCCCCC(C=CC=CCCCCCCCC(=O)O)OO,5.4
CCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O,2.6
CCCCCC(CCC1C(CC(=O)C1CCCCCCC(=O)O)O)O,3.6
CCCCC(=O)C=CC=CCCCCCCCC(=O)O,4.7
CCCCCC#CCC(C=CC=CC=CC(CCCC(=O)O)O)O,3.9
CCCCCC1C(O1)CC=CCC=CCC=CCCCC(=O)O,5.3
CN(C)C(CSC)C1=C2C(=C3C(=N2)C=CC(=C3Br)O)C=CN1,2.9
CC(=NCC1=CC=CC(=C1)CN)N,-0.2
CCCCCC(C=CC=CCCCCCCCCCC(=O)O)O,6.4
CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)O,4.5
CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,5.1
CCCCCC(C=CC=CCC=CCCCCCCC(=O)O)O,5.7
CCCCCC(C=CC=CCCCCCCCCCC(=O)O)OO,6.5
CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)OO,4.5
CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO,5.1
CCCCCC(=O)C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O,2.7
CCCCCC(=O)C=CC1C(CC(C1CC=CCCCC(=O)O)O)O,2.6
CCCCCC(=O)C=CC=CCC=CCC=CCCCC(=O)O,5.0
CCCCCC=CC=C1C(C=CC1=O)CC=CCCCC(=O)O,5.0
CCCCC(C)(C)C(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,3.7
C=CCCCCCC=CC(C#CC#CC(C=C)O)O,3.9
C=CCCCCCC=CCC#CC#CC(C=C)O,5.0
CC1=CCCC(=CCCC(=CC2C(CC1)C(C(=O)O2)N(C)C)C)C(=O)O,0.9
C#CCCCCCCCCCCCCCCCC(=O)O,7.1
C1C(C(C(C1=O)CC=CCCCC(=O)O)C=CC(CCC2=CC=CC=C2)O)O,2.8
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5,5.3
CC12CCC(=NOCC(=O)O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,3.5
CC(CCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O)O,1.3
CC(CCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O)O,1.2
COC1=CC(=C(C=C1)OCC2=CC=C(C=C2)COC3=C(C=CC=C3Cl)Cl)Cl,6.7
C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,1.1
C1C(C(C(C2=C1C3=CC4=CC=CC=C4C=C3C=C2)O)O)O,2.1
CC1(C(OC(C1(C)OC)(C)N2C=NC3=C(N=CN=C32)N)CO)O,-0.8
C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)F,-2.7
C1CC(OC1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=NC3=C(N=CN=C32)N,-3.5
C1CC(OC1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=CC(=NC2=O)N,-5.5
C1CC(OC1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=NC3=C2NC(=NC3=O)N,-4.3
CC1C(CC(O1)N2C=NC3=C(N=CN=C32)N)OP(=O)(O)O,-1.0
CCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C,4.6
CC1C(CC(O1)N2C=CC(=O)NC2=O)O,-1.1
CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)OC(=O)C)OC)O,2.7
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)OP(=O)(O)O,-2.0
C1=CC(C(C1N2C=NC3=C(N=CN=C32)N)O)O,-0.9
CCCCCCCCC=CCCCCCC(CC1=C(C=CC(=C1)O)O)O,7.7
CC(=CCC1=C(C=CC(=C1O)C2COC3=C(C2=O)C=CC(=C3)O)O)C,3.9
CC(=O)OC1C(C(OC(C1O)OC2C(C3CC4C5C(CCN4C(=O)C3=CO2)C6=CC=CC=C6N5)C=C)CO)O,1.0
C(C1C(C(C(N1)CO)O)O)O,-1.8
C1=CC=NC(=C1)C2=CC=CC=N2,1.7
CC(=C(C)O)N=O,0.8
CCCCCC(C=CC1C(C(CC(O1)O)O)CC=CCC(=O)O)O,1.8
CC[N+]1=C(C(=C(C(=C1C)C(=O)OC(C)C)C2=CC=CC=C2Cl)C(=O)O)C(=O)O,4.0
CCCCCC(C=CC1C(CC(C1CC(=O)CCC(=O)O)O)O)O,0.7
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,3.3
CCCCCCC(C)OC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,6.9
COC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,3.6
C1=C(C=C(C(=C1Br)O)Br)Br,4.4
C1C(NC2=C(N=C(N=C2N1)N)N)C3=CC=CC=C3,1.1
C1=CC(=C(C=C1Cl)Cl)CN,2.3
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,2.8
CCCCCCC(C)OC(=O)COC1=C(C=C(C=C1)Cl)Cl,6.4
COC(=O)COC1=C(C=C(C=C1)Cl)Cl,3.1
C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,3.5
COC(=O)CCCOC1=C(C=C(C=C1)Cl)Cl,3.9
C1=CC(=C(C=C1O)O)C(=O)O,1.6
COC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])OC,2.0
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,1.7
C(C1C(C(C(O1)CO)O)O)O,-1.5
C(C1C(C(C(O1)COP(=O)(O)O)O)O)OP(=O)(O)O,-4.8
C1CC(C1)NC(C2=CC=C(C=C2)C3=CC=C(O3)C4=CC=C(C=C4)C(N)NC5CCC5)N,3.3
C1CCC(CC1)NC(C2=CC=C(C=C2)C3=CC=C(O3)C4=CC=C(C=C4)C(N)NC5CCCCC5)N,5.1
CC1=CC(=CC(=C1OCCCC2=CC(=NO2)C)C)C3=NN(N=N3)C,3.7
C1CCC(C(=O)C(C1)CC2=CC=C(C=C2)C(=N)N)CC3=CC=C(C=C3)C(=N)N,3.4
CC1=CC(N2C(=O)N(C(=O)N2C1)CC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)NC5CCC(CC5)C6=CN=C(N6)N,3.4
CC1=CC(N2C(=O)N(C(=O)N2C1)CC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)NCC5CCC(CC5)C(=N)N,3.0
COC1=CC(=C(C=C1)O)C2=NC3=C(N2)C=C(C=C3)C(=[NH2+])N,1.7
COC1=CC(=C(C=C1)O)C2=NC3=C(N2)C=C(C=C3)C(=N)N,1.7
C1=CC=C(C=C1)C2=C(C(=CC=C2)C3=NC4=C(N3)C=C(C=C4)C(=N)N)O,3.4
C1=CC=C(C(=C1)C2=NC3=C(N2)C=C(C=C3)C(=[NH2+])N)O,1.8
C1=CC=C(C(=C1)C2=NC3=C(N2)C=C(C=C3)C(=N)N)O,1.8
C1=CC=C(C(=C1)C2=CC3=C(N2)C=CC(=C3)C(=[NH2+])N)O,2.3
C1=CC=C(C(=C1)C2=CC3=C(N2)C=CC(=C3)C(=N)N)O,2.3
C1=CNC(=O)C(=C1)C2=NC3=C(N2)C=C(C=C3)C(=[NH2+])N,0.4
C1=CNC(=O)C(=C1)C2=NC3=C(N2)C=C(C=C3)C(=N)N,0.4
COC1=CC=CC(=C1)C2=NC3=C(C=CC=C3N2)C(=O)N,2.0
C1=CC(=C(N=C1)C2=NC3=C(N2)C=C(C=C3)C(=[NH2+])N)O,0.7
C1=CC(=C(N=C1)C2=NC3=C(N2)C=C(C=C3)C(=N)N)O,0.7
COC1=CC=CC(=C1)N2C=CC3=C(S2(=O)=O)SC(=C3)S(=O)(=O)N,1.6
C1=CC(=CC=C1C2C(C(C(N2)CO)O)O)N,-0.9
C1=CC(=CC=C1NC(C(=O)O)C(=O)O)Br,2.0
CC(C)(C(=O)O)OC1=CC=C(C=C1)CCCN(CCC2=C(C=CC=C2Cl)F)C(=O)NC3=C(C(=CC=C3)Cl)Cl,7.5
C[N+](C)(C)CCC(=O)C1=CC=CC2=CC=CC=C21,2.8
CC1(C(NC(S1)C(C(=O)NCC2=CC=CC=C2)NC(=O)CC3=CC=CC=C3)C(=O)NC(CC4=CC=CC=C4)CO)C,3.5
CCCCNCCS,1.3
C1CSCC2=C1C(=C(S2)NC(=O)C(=O)O)C(=O)O,1.7
C1=CC2=NC3=C(N=CN=C3N2C=C1)NCCO,1.4
CC1=NC=C(C(=C1O)CNC(C)(CC(=O)O)C(=O)O)COP(=O)(O)O,-4.1
C1CC(CCC1CNC(=O)C2C=CCN3N2C(=O)N(C3=O)CCS(=O)(=O)C4=CC=C(C=C4)Br)C(=N)N,1.3
CC(C)C(C(=O)C(C(=O)NCCN1CCOCC1)(F)F)NC(=O)CN2C(=NC=C(C2=O)N)C3=CC=CS3,1.0
CC(C)C(C(=O)C(F)(F)F)NC(=O)CN1C(=NC=C(C1=O)NS(=O)(=O)C)C2=CC=C(C=C2)N,1.2
CC(=O)NCC1C(C(C(CN1)O)O)O,-2.4
CC(=O)NC(C=O)C(C(C(COC1C(C(C(C(O1)CO)O)O)O)O)O)O,-5.0
CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)CO)O)O)O,-4.2
CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N,2.2
CC(CO)(CO)N,-1.8
CC1=CC(=O)N=C(N1)N,-0.9
CC1=CC(=NC=C1)N,0.6
CC1CCN=C(S1)N,0.6
C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)C2=CN=C(S2)N,1.6
CC1=CC(=CC(=C1)S(=O)(=O)C2=CC=CC(=C2C#N)N)C,3.0
C1=NC2=C(N1)C(=NC(=N2)N)S,-0.1
CC1(OCCO1)CN(C)S(=O)(=O)C2=CC=CC=C2N,0.8
C1C2=CC=CC=C2C3=C1C=C(C=C3)N,3.1
C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=CC=C4,4.7
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)CO,5.3
C1=CC=C(C=C1)CC(CI)C(=O)O,2.8
CC1=C(C2=C(C=CC(=C2)F)N=C1C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)O,5.5
CC(CSCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C(=O)O,-5.4
C(C1C(C(C(C(O1)O)Cl)O)O)O,-1.3
C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,0.8
C1CCC(C1)NC2=C3C(=NC(=N2)Cl)N(C=N3)C4C(C(C(O4)CO)O)O,1.8
C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)Cl)N,-5.1
C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)Cl)N,-4.7
CC(C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,2.2
C1CCCC(CCC1)C(CN)O,2.1
CC(C)(C(CCC(CBr)(C=C)Cl)Br)Cl,4.8
CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)O,-2.5
C(C(C(C(C(COP(=O)(O)O)O)O)O)N)O,-7.2
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC=CCC=CCC=CCCCCC,13.7
CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC=CCC=CCC=CCCCCC,13.8
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC,12.0
CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC,12.1
CCOC(=O)CN(C1=CC=CC=C1C(=O)OC)S(=O)(=O)C2=CC=C(C=C2)C,3.1
CCCCCCCCCCCCCCC(C(=O)O)F,7.4
CCCCCCCC1=CC(=O)C2=CC=CC=C2N1O,4.5
CC(C)CC(C(=O)NO)C(=O)O,0.5
CCCCCCCCCCCCC(C(=O)O)O,5.3
C1=CC(=CC=C1C(CN)(CS(=O)(=O)O)O)Cl,-2.8
C1C2C(C(S1)CCCCC(=O)O)N=C(N2)N,-0.2
CC(C)CC(C(=O)N)NC(=O)C(CCC(=O)OC)NC(=O)CNC(=O)C1=CC=C(C=C1)C=CC(=O)OC,1.1
C(CS)O,-0.2
C1=C2C(=NC(=N1)S)N=CN2,0.6
C1=CC(=S)N(C=C1)O,0.5
CCCCCCCCCCCCCCCC(=O)NCC(CC(C[N+](C)(C)C)OP(=O)(O)[O-])OC,5.4
CCCCCCCCCCCCCCCC(=O)NCC(CC(C[N+](C)(C)C)OP(=O)(O)O)OC,5.5
CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O,4.0
CC1=C(C2=C(N1)C=CC(=C2)O)CCN,1.4
CC1=CC2=C(C(=CC=C2)S(=O)=O)N=C1,1.8
CC(C(=O)C1=CC=CC=C1)NC,1.6
C[N+]1=CC2=C(C=C1)C3=C(N2)C=CC(=C3Br)O,2.8
C[N+]1=CC2=C(C=C1)C3=CC(=C(C=C3N2)Br)O,2.8
CSC1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N,-4.0
CSC1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,-3.8
CSC1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,-5.2
CSC1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,-4.9
C1=CC=C(C=C1)N(C2=CC=CC=C2)C(=O)OC3=C(C=C(C=C3)C(=O)O)[N+](=O)[O-],4.2
C1=CC=C(C=C1)CCN2C(=O)C3=CC=CC=C3C(=O)N2,2.6
C1=CC=C(C=C1)NC2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N,0.8
C1=CN=C(NC1=O)S,0.2
CC(C)CCNCC(C1CC2=CC=C(C=C2)OCCCC(=O)NC(C(=O)N1)CC(=O)N)O,0.5
C(CCC(=O)O)CC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O,2.4
C(CCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O)CCO,2.5
CC(CCC(C(C)(C)O)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,5.0
CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC(C4C3(CC(C(C4)OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)OS(=O)(=O)[O-])C,5.9
CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC(C4C3(CC(C(C4)OS(=O)(=O)O)OS(=O)(=O)O)C)OS(=O)(=O)O)C,6.1
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,6.2
CCC(C)(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC(C4C3(CC(C(C4)OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)OS(=O)(=O)[O-])C,6.8
CCC(C)(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC(C4C3(CC(C(C4)OS(=O)(=O)O)OS(=O)(=O)O)C)OS(=O)(=O)O)C,7.1
CC(=CCC(C(=CC=CC(=C1C(=O)CC2C1(CCC3C2(CCC(C3(C)CO)OC(=O)C)C)C)C)C)O)C,6.9
CC(=CCC(C(=CC=CC(=C1C(=O)CC2C1(CCC3C2(CCC(C3(C)CO)OC(=O)C)C)C)C)C)OC(=O)C)C,7.5
CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)N)O,-0.5
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)N=[N+]=[N-],-1.0
C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O,-4.5
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3=CC=CC=C3)OC(=O)C,-0.8
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)O)N,-5.7
COC1=CC=CC(=C1)N2CCC3=C(S2(=O)=O)SC(=C3)S(=O)(=O)N,1.5
CC12C(C(CC(O1)N3C4=C(C=C(C=C4)O)C5=C6C(=C7C8=C(N2C7=C53)C(=CC=C8)O)CNC6=O)NC)OC,2.5
C(CN(CCN)N(N=O)O)N,-1.9
CN(C1=CC(=C(C=C1)O)O)N=O,1.0
C1=CC(=C(C=C1CN)Cl)Cl,2.5
C1=CC=C2C(=C1)C(=C(OC2=O)Cl)Cl,3.1
C1C=CN(C(=O)N1)C2C(C(C(O2)CO)O)O,-1.6
C1C(C2=C(SC(=C2)S(=O)(=O)N)S(=O)(=O)N1CC3=CC=CS3)O,0.1
COC1=CC=C(C=C1)N2CC(C3=C(S2(=O)=O)SC(=C3)S(=O)(=O)N)O,0.4
C1=CC=C2C(=C1)C(=NN(C2=O)CC3=NC4=C(S3)C=CC(=C4)C(F)(F)F)CC(=O)O,3.5
CC(CC1=CC2=C(C=C1)OCO2)N,1.6
CC(CC1=CC2=C(C=C1)OCO2)NC,2.2
C1=C(C=C(C2=C1C(=O)NNC2=O)N)N,-0.4
C1=C(C=C(C(=O)C1=O)[N+](=O)[O-])N(O)O,-0.7
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)OP(=O)(O)O,-3.5
COC1=C(C2=C(C(=C(OC2=CC1=O)C3=CC=C(C=C3)O)OC)O)O,1.4
CC(C)CC(CC(=O)NO)C(=O)NC(C(=O)NC(C)C(=O)NCCN)C(C)(C)C,-0.1
CC(C(CCCCCC(=O)O)CC(=O)O)N,-1.5
C1CN(CCC1C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)O,5.0
C1CCN(C1)CCOC2=CC=C(C=C2)C3=C(C4=C(S3)C=C(C=C4)O)CC5=CC(=C(C=C5)CN6CCCC6)Br,7.7
C1=CC2=CC(=C(N2C=C1)NC(=C(CS(=O)=O)C=CC(=O)N)C(=O)O)C=O,1.6
CC(C)N(CCCN)N(N=O)O,0.1
CCCCN(CCCC)CCCN,2.2
CC1CN1C2=CC(=O)C3=C(C2=O)C(=C(N3C)C4=CC=CC=C4)CO,1.8
C1=CC=C2C=C(C(=CC2=C1)C(=O)O)NC(=O)C(=O)O,2.4
C1=CC(=C(N=C1)C(=O)O)CP(=O)(O)O,-1.3
C=CCS(=O)CC=CS,0.7
C1CN(CCC1C(=O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)NC(=O)C4=CC=CC(=C4)C(=N)N,3.2
CC(C)C(C1=CC=C(C=C1)Br)C2=C(OC3=CC=CC=C3C2=O)O,4.6
C1CN(CCN1C=O)C2=CC=C(C=C2)CC3C4=CC=CC=C4NC3=O,2.2
C1CCN(C1)CCOC2=CC=C(C=C2)CC3=C(SC4=C3C=CC(=C4)O)C5=CN=C(C=C5)OCCN6CCCC6,6.4
C1CCN(C1)CCOC2=CC=C(C=C2)CC3=C(SC4=CC=CC=C43)C5=CC=C(C=C5)OCCN6CCCC6,7.5
CC(C)C(C(=O)C(F)(F)F)NC(=O)CN1C(=CC=C(C1=O)NS(=O)(=O)NC)C2=CC=CC=C2,2.5
CC(=CC(=O)CC(C=O)C1C(CC2(C1(CCC3C2=CCC4C3(CCC(C4(C)C(=O)O)OC(=O)C)C)C)C)O)C,4.4
CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)Cl)C)(C)O,5.1
C1=NNC(=N1)N,-0.4
C1=CC=C(C=C1)CC(C(=O)CCl)N,1.7
C1=CC(=CC=C1C(CN)CP(=O)(O)O)Cl,-2.4
C1CN2CCC(C(=O)N2C1C=O)(CC3=CC=CC=C3)N,0.7
CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC(=C(C=C2)OC3=CC=CC=C3)N,3.8
CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC(C)C)NC(=O)C3=CC=C(C=C3)N)O,5.8
C1=CC(=CC(=C1)N)C(=O)N,-0.5
C(CN)CS(=O)(=O)O,-3.8
C(CN)C#N,-1.0
CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)Br)C)(C)O,5.3
C1=CC2=C(NN=C2C(=C1)[N+](=O)[O-])Br,2.4
CC(C)C1CNC(C1CC(=O)O)C(=O)O,-1.7
C1=CN=C(C2=C1N(C=N2)C3C(C(C(O3)CO)O)O)N,-1.6
C1=CN(C(=O)C=C1N)C2C(C(C(O2)CO)O)O,-2.1
C1C(C=C(C(C1O)O)O)C(=O)O,-1.4
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OS(=O)(=O)[O-],2.0
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,2.1
CCNCCN(CC)N(N=O)O,0.2
C(C(CF)O)O,-0.7
CCCCCCCCC(C)CCCCCCCCC=CC(C#C)O,9.5
CCCCC(C)CCCCCCCCCCC=CC(C#C)O,8.5
CC(C)CCCCCCCCCCCCCC=CC(C#C)O,8.5
CC(C)CCCCC=CCCCCCCCCCC=CC(C#C)O,8.6
CC(CC(=O)O)(CC(=O)O)O,-1.2
C1=CC(=CC(=C1)O)CNN,0.0
CCCCCCC=CCCCCCCCCCC=CC(C#C)O,8.4
CCCCCCCCCCCCCCCC=CC(C#C)O,8.2
CCCCCCCCCCCCCCCCC=CC(C#C)O,8.7
CN1C(=C(C2=C1C(=O)C=C(C2=O)N3CC3)CO)CCCO,-0.3
C1=CC2=C3C=C(NC=C3N=C2C=C1)CO,1.1
COC1=C(C=CC(=C1)CCN)O,0.2
COC1=C(C=CC(=C1)CC(C(=O)O)N)O,-2.4
COC1=CC2=C(CC3C4C2(CCCC4)CCN3)C=C1,3.0
COCCCN,-0.5
CN1C=NC(=C2C1=NC=N2)N,-0.6
